0,1,35684,18056,124666,160344,160345,124668,1,1,1,1
0,1,53734,35681,178393,214072,214073,178395,1,1,1,1
0,18053,53732,53733,196020,231700,231701,196021,1,1,1,1
0,1,35682,18054,160341,178395,178396,160343,1,1,1,1
0,17627,53308,35254,159914,177967,177968,159915,1,1,1,1
0,18053,35681,35682,160341,178398,178399,160342,1,1,1,1
0,1,35680,18054,160337,178393,178394,160339,1,1,1,1
0,17627,35680,35681,177967,213649,196021,177969,1,1,1,1
0,18054,35682,35683,160342,177968,177969,160343,1,1,1,1
0,18053,53732,53733,214071,267377,267378,231700,1,1,1,1
0,17627,53308,35682,177968,196021,196022,177969,1,1,1,1
0,17626,53305,53306,177966,195595,195596,177968,1,1,1,1
0,17629,53308,35682,160344,177970,177971,160345,1,1,1,1
0,18054,35680,35681,142714,160341,160342,142716,1,1,1,1
0,17626,35680,35681,160342,196023,196023,160344,1,1,1,1
0,18054,53309,35683,160344,177970,177971,160345,1,1,1,1
0,18053,35680,35681,160342,177969,177970,160344,1,1,1,1
0,18053,53306,35680,178396,196024,196025,178398,1,1,1,1
0,18056,35682,35683,160344,196022,196023,160345,1,1,1,1
0,17627,53308,35680,160343,177969,177970,160344,1,1,1,1
0,18053,35684,18055,160341,196023,196024,178397,1,1,1,1
0,17627,35254,35255,160340,177966,177967,160341,1,1,1,1
0,1,35253,35254,142289,177969,160343,142291,1,1,1,1
0,18054,35680,35681,142717,160344,160345,142719,1,1,1,1
0,17629,53310,35258,142293,177972,160346,142294,1,1,1,1
0,18055,35681,35682,142716,160342,160343,142717,1,1,1,1
0,17627,35253,35254,160344,177971,177972,160345,1,1,1,1
0,18053,35679,35680,160341,178394,178395,160342,1,1,1,1
0,1,35683,35684,142290,177971,177972,142292,1,1,1,1
0,1,35255,17629,124664,142291,142292,124666,1,1,1,1
0,1,35681,35682,142287,160342,160343,142289,1,1,1,1
0,17626,35679,35680,160340,177967,177968,160342,1,1,1,1
0,17626,35253,35254,142287,177967,177967,160341,1,1,1,1
0,18053,35679,35680,160341,178394,178395,160342,1,1,1,1
0,1,35682,17629,124662,142288,142289,124663,1,1,1,1
0,18054,53735,35681,160343,178396,178397,160344,1,1,1,1
0,1,35681,18055,142717,160344,160345,142719,1,1,1,1
0,18055,35682,35683,160341,178395,178396,160343,1,1,1,1
0,17626,53308,35253,142292,177972,177972,160346,1,1,1,1
0,1,35681,35682,142715,160344,160345,142717,1,1,1,1
0,17628,35682,17629,124664,142291,142292,124666,1,1,1,1
0,1,17627,17628,107036,124665,124666,107038,1,1,1,1
0,1,18053,18054,107035,124664,142717,124665,1,1,1,1
0,17626,53306,35680,142717,160347,177974,142718,1,1,1,1
0,18054,35682,35683,124662,160342,160343,142716,1,1,1,1
0,17627,35682,35683,124665,142292,142292,124667,1,1,1,1
0,1,35682,18056,125092,160344,160345,125094,1,1,1,1
0,1,35679,17627,106611,142291,142292,124664,1,1,1,1
0,17629,53309,35683,124664,160344,160345,142291,1,1,1,1
0,18052,53731,53732,142713,160341,160342,142715,1,1,1,1