80,352,32,-128,-184,136,-40,-176
96,392,64,-96,-152,144,0,-176
96,392,64,-96,-152,144,0,-176
88,344,48,-112,-168,128,-40,-184
88,344,48,-112,-168,128,-40,-184
96,392,24,-136,-208,128,-24,-192
96,392,24,-136,-208,128,-24,-192
88,344,56,-120,-144,104,-32,-208
88,344,56,-120,-144,104,-32,-208
88,344,56,-120,-144,104,-32,-208
88,368,72,-112,-160,152,-40,-168
88,368,72,-112,-160,152,-40,-168
80,384,56,-104,-168,120,-16,-192
80,384,56,-104,-168,120,-16,-192
96,400,72,-120,-168,152,-40,-136
96,400,72,-120,-168,152,-40,-136
120,368,56,-128,-160,136,-24,-152
120,368,56,-128,-160,136,-24,-152
112,368,64,-120,-144,136,-8,-176
112,368,64,-120,-144,136,-8,-176
112,400,48,-88,-152,112,-48,-184
112,400,48,-88,-152,112,-48,-184
128,408,72,-128,-184,128,-40,-144
128,408,72,-128,-184,128,-40,-144
96,392,56,-128,-176,96,0,-168
96,392,56,-128,-176,96,0,-168
104,368,32,-88,-192,144,8,-184
104,368,32,-88,-192,144,8,-184
104,368,32,-88,-192,144,8,-184
96,440,48,-104,-160,112,-32,-176
96,440,48,-104,-160,112,-32,-176
96,400,80,-112,-168,120,-24,-136
96,400,80,-112,-168,120,-24,-136
72,360,72,-104,-176,144,8,-176
72,360,72,-104,-176,144,8,-176
104,384,64,-88,-160,112,16,-184
104,384,64,-88,-160,112,16,-184
112,408,88,-88,-160,120,0,-192
112,408,88,-88,-160,120,0,-192
72,392,72,-104,-176,128,16,-176
72,392,72,-104,-176,128,16,-176
96,400,64,-128,-160,136,-16,-176
96,400,64,-128,-160,136,-16,-176
56,360,80,-136,-160,128,0,-176
56,360,80,-136,-160,128,0,-176
64,408,56,-104,-168,120,-24,-152
64,408,56,-104,-168,120,-24,-152
64,408,56,-104,-168,120,-24,-152
104,400,80,-112,-128,80,-48,-144
104,400,80,-112,-128,80,-48,-144
88,344,56,-120,-120,112,-8,-216
88,344,56,-120,-120,112,-8,-216
96,368,64,-112,-176,144,-8,-216
96,368,64,-112,-176,144,-8,-216
72,384,88,-96,-184,120,-48,-176
72,384,88,-96,-184,120,-48,-176
80,384,24,-96,-176,128,0,-160
80,384,24,-96,-176,128,0,-160
96,376,64,-112,-128,120,-8,-184
96,376,64,-112,-128,120,-8,-184
48,400,72,-136,-192,120,32,-128
48,400,72,-136,-192,120,32,-128
104,384,64,-112,-144,120,-48,-176
104,384,64,-112,-144,120,-48,-176
80,384,32,-104,-168,136,0,-184
80,384,32,-104,-168,136,0,-184
80,384,32,-104,-168,136,0,-184
64,400,64,-120,-168,128,-56,-160
64,400,64,-120,-168,128,-56,-160
88,400,64,-120,-192,144,-16,-168
88,400,64,-120,-192,144,-16,-168
80,376,40,-144,-152,120,-24,-152
80,376,40,-144,-152,120,-24,-152
96,368,72,-96,-168,128,16,-160
96,368,72,-96,-168,128,16,-160
88,376,48,-120,-152,136,-32,-184
88,376,48,-120,-152,136,-32,-184
80,392,56,-128,-136,152,-8,-192
80,392,56,-128,-136,152,-8,-192
72,392,48,-128,-152,152,-40,-168
72,392,48,-128,-152,152,-40,-168
96,384,72,-120,-104,128,0,-144
96,384,72,-120,-104,128,0,-144
72,400,48,-128,-160,144,-16,-176
72,400,48,-128,-160,144,-16,-176
72,400,48,-128,-160,144,-16,-176
88,360,56,-112,-136,152,-32,-184
88,360,56,-112,-136,152,-32,-184
96,408,72,-88,-128,144,-32,-120
96,408,72,-88,-128,144,-32,-120
80,400,80,-112,-160,112,-24,-192
80,400,80,-112,-160,112,-24,-192
96,392,72,-120,-176,160,0,-160
96,392,72,-120,-176,160,0,-160
120,392,64,-96,-136,112,8,-176
120,392,64,-96,-136,112,8,-176
120,384,56,-88,-120,136,8,-160
120,384,56,-88,-120,136,8,-160
104,408,72,-96,-160,120,32,-168
104,408,72,-96,-160,120,32,-168
104,384,56,-96,-144,104,0,-176
104,384,56,-96,-144,104,0,-176
88,392,64,-120,-176,120,-24,-176
88,392,64,-120,-176,120,-24,-176
88,392,64,-120,-176,120,-24,-176
96,416,96,-88,-144,168,0,-192
96,416,96,-88,-144,168,0,-192
144,392,80,-72,-152,120,0,-144
144,392,80,-72,-152,120,0,-144
112,416,72,-88,-152,112,24,-176
112,416,72,-88,-152,112,24,-176
112,408,80,-72,-176,136,-8,-168
112,408,80,-72,-176,136,-8,-168
120,448,104,-88,-120,168,8,-144
120,448,104,-88,-120,168,8,-144
128,424,120,-88,-120,144,16,-128
128,424,120,-88,-120,144,16,-128
120,440,72,-80,-136,104,24,-136
120,440,72,-80,-136,104,24,-136
96,360,80,-80,-168,144,24,-176
96,360,80,-80,-168,144,24,-176
96,392,72,-96,-128,128,-24,-152
96,392,72,-96,-128,128,-24,-152
96,392,72,-96,-128,128,-24,-152
104,448,88,-80,-136,144,-8,-168
104,448,88,-80,-136,144,-8,-168
112,408,120,-72,-112,128,24,-160
112,408,120,-72,-112,128,24,-160
112,400,120,-72,-168,112,0,-184
112,400,120,-72,-168,112,0,-184
128,456,96,-88,-112,112,24,-112
128,456,96,-88,-112,112,24,-112
96,392,88,-96,-144,160,24,-144
96,392,88,-96,-144,160,24,-144
112,440,96,-80,-152,144,0,-160
112,440,96,-80,-152,144,0,-160
112,408,128,-88,-152,128,-16,-128
112,408,128,-88,-152,128,-16,-128
136,384,104,-56,-176,144,0,-136
136,384,104,-56,-176,144,0,-136
112,424,112,-72,-160,176,48,-152
112,424,112,-72,-160,176,48,-152
112,424,112,-72,-160,176,48,-152
96,424,104,-88,-112,168,-8,-136
96,424,104,-88,-112,168,-8,-136
104,416,104,-80,-152,144,0,-144
104,416,104,-80,-152,144,0,-144
112,416,64,-48,-144,144,0,-120
112,416,64,-48,-144,144,0,-120
96,424,112,-72,-120,144,16,-176
